"","WORD","FREQ","cor.tok"
"445","געזֶעהֶען",4,NA
"1676","גֶעזֶעהען",1,NA
"1677","געחאפּט",1,NA
"1678","געחלע'ט",1,NA
"1679","געחלש'ט",1,NA
"1680","געטהון",1,NA
"568","געטהוּן",3,NA
"823","געטליכע",2,NA
"824","געטראפען",2,NA
"1681","געךרענג",1,NA
"1682","געלאָזט",1,NA
"1683","גֶעלָאזְט",1,NA
"569","געלאט",3,NA
"570","געלאכט",3,NA
"1684","געלאפען",1,NA
"78","גֶעלד",37,"גֶעלד"
"1685","גֶעלדגעריגען",1,NA
"825","געלונגען",2,NA
"1686","געליינט",1,NA
"1687","געלינדֶערט",1,NA
"1688","געליעבּט",1,NA
"826","געליעבּטע",2,NA
"1689","געליעבּטען",1,NA
"827","געליעבּטער",2,NA
"1690","גֶעלִיעבְּטֶער",1,NA
"1691","געלעגט",1,NA
"1692","געלעגענהייט",1,NA
"1693","געלעכטער",1,NA
"828","געלענענהייט",2,NA
"1694","גֶעלֶערְנְט",1,NA
"829","געם",2,NA
"571","געמאכט",3,NA
"830","געמאַכט",2,NA
"1695","געמארטערט",1,NA
"1696","געמה",1,NA
"166","גֶעמְט",13,"גֶעמְט"
"246","געמיינט",8,NA
"572","געמליך",3,NA
"1697","געמעגט",1,NA
"831","געמען",2,NA
"1698","געןאלט",1,NA
"1699","גענאנגען",1,NA
"1700","געןאנט",1,NA
"573","גֶענוּג",3,"גֶענוּג"
"1701","גֶענוּמֶען",1,NA
"1702","געניכ'עט",1,NA
"1703","גֶענִיס",1,NA
"1704","געננכעט",1,NA
"1705","גענעבּען",1,NA
"1706","גענעזוּנג",1,NA
"1707","גענרייט",1,NA
"446","געסט",4,NA
"1708","גֶעסְטוּ",1,NA
"1709","געעפנעטע",1,NA
"832","געעפענט",2,NA
"1710","גֶעעֶפֶענְט",1,NA
"574","געפאהר",3,NA
"833","געפּאטערט",2,NA
"834","געפאַלֶען",2,NA
"1711","געפאסט",1,NA
"1712","געפוּן",1,NA
"370","געפוּנען",5,NA
"371","געפיהרט",5,NA
"1713","געפייערט",1,NA
"1714","גֶעפייערט",1,"גֶעפייערט"
"1715","גֶעפִיעלְט",1,"גֶעפִיעלְט"
"1716","געפלאסען",1,NA
"1717","געפלויגען",1,NA
"1718","געפעלט",1,NA
"1719","געפעלינסט",1,NA
"1720","געפענגניס",1,NA
"1721","געפרענט",1,NA
"1722","געצימבּעלט",1,NA
"1723","געקויפט",1,NA
"199","געקוּמען",11,NA
"835","גֶעקוּמֶען",2,NA
"1724","געקט",1,NA
"1725","גֶעקִישְט",1,NA
"1726","געקליידעט",1,NA
"575","געקענט",3,NA
"1727","געראטעוֶועט",1,NA
"1728","גערוּהט",1,NA
"1729","גערויבּט",1,NA
"1730","גערויבּטעס",1,NA
"1731","גערירט",1,NA
"836","גערנע",2,NA
"576","גֶערֶעדְט",3,"גֶערֶעדְט"
"447","גֶערעָטעט",4,"גֶערעָטעט"
"1732","גֶערֶעכְט",1,"גֶערֶעכְט"
"1733","געשוִויגען",1,NA
"1734","גֶעשְוִוינְד",1,NA
"1735","געשוועסטער",1,NA
"1736","געשוועסטערקינד",1,NA
"1737","געשטאלטען",1,NA
"1738","געשטעהע",1,NA
"837","געשטעלט",2,NA
"1739","געשטערט",1,NA
"1740","געשטערקט",1,NA
"1741","געשטראפט",1,NA
"1742","געשיהט",1,NA
"1743","געשיעהט",1,NA
"838","געשיקט",2,NA
"1744","געשלאגען",1,NA
"1745","געשלאפען",1,NA
"1746","געשלעכט",1,NA
"279","געשעהן",7,NA
"839","געשעהען",2,NA
"1747","געשענק",1,NA
"1748","געשענקאָבּעֶר",1,NA
"1749","גֶעשֶענְקְט",1,NA
"1750","געשעצט",1,NA
"1751","געשפּראכען",1,NA
"840","געשריי",2,NA
"1752","געשריעבּען",1,NA
"1753","גראדע",1,NA
"1754","גראטוּליערען",1,NA
"1755","גראשען",1,NA
"1756","גרוּבּ",1,NA
"841","גְרויס",2,"גְרויס"
"842","גְרויסע",2,NA
"448","גְרויסען",4,NA
"1757","גְרויסֶען",1,"גְרויסֶען"
"577","גְרויסער",3,NA
"1758","גְרוּס",1,NA
"1759","גְרֵייו",1,NA
"1760","גְרֵייז",1,"גְרֵייז"
"1761","גרייט",1,NA
"1762","גְרֵיין",1,NA
"1763","גרימאסען",1,NA
"1764","גרעסטע",1,NA
"843","גרעסטער",2,NA
"1765","גרעסערע",1,NA
"578","ד",3,NA
"79","דָא",37,"דָא"
"844","דָאָ",2,NA
"1766","דָאגעגען",1,NA
"845","דָאדוּרך",2,NA
"579","דָאַזַא",3,NA
"846","דָאָזָא",2,NA
"1767","דָאָזָאַ",1,NA
"847","דָאִיק",2,NA
"848","דָאִיקע",2,NA
"49","דָאך",57,NA
"1768","דָאָך",1,NA
"1769","דָאכט",1,NA
"247","דָאם",8,NA
"1770","דָאמאלס",1,NA
"1771","דָאמאַלְס",1,NA
"1772","דאמִיט",1,NA
"849","דָאמיט",2,NA
"1773","דאן",1,NA
"850","דַאן",2,NA
"1774","דָאַן",1,NA
"248","דָאָן",8,NA
"1775","דַאנֶין",1,NA
"249","דַאנְק",8,"דַאנְק"
"1776","דַאנְקבּארקייט",1,NA
"851","דַאנְקע",2,NA
"1777","דַאנְקָע",1,NA
"1778","דַאנְקען",1,NA
"1779","דַאנְקֶען",1,NA
"15","דָאס",153,"דָאס"
"1780","דָאעען",1,NA
"852","דַאפִיר",2,NA
"1781","דָאפיר",1,NA
"1782","דָאפּעלט",1,NA
"1783","דָאצוּ",1,NA
"449","דָאַקטאר",4,NA
"853","דָאָקטאר",2,NA
"854","דָאקְטָארֶען",2,"דָאקְטָארֶען"
"1784","דָאקטְוירִים",1,NA
"1785","דָאקְטוירִים",1,NA
"1786","דאָקטער",1,"דאָקטער"
"1787","דָאָקטער",1,NA
"1788","דָארגעבּאטען",1,NA
"228","דַארוּם",9,"דַארוּם"
"200","דָארְט",11,"דָארְט"
"1789","דָארְטען",1,NA
"580","דָאריבּער",3,NA
"1790","דָארך",1,NA
"167","דָארף",13,NA
"1791","דָארְף",1,NA
"1792","דָארפסט",1,NA
"68","דבורה",41,NA
"1793","דבורה'לע",1,NA
"1794","דבורֶה'לֶע",1,NA
"1795","דְבורה'לֶע",1,NA
"82","דְבורֶה'לֶע",36,"דְבורֶה'לֶע"
"855","דְבורָה'לֶע",2,NA
"450","דְבורֶה'לֶען",4,NA
"856","דְבורֶה'לֶעס",2,NA
"451","דבורהלע",4,NA
"857","דבירה",2,NA
"1796","דד",1,NA
"168","דו",13,NA
"32","דוּ",92,NA
"1797","דוּא",1,NA
"1798","דוּל",1,NA
"452","דועט",4,NA
"581","דורה",3,NA
"858","דורה'לע",2,NA
"372","דוּרך",5,NA
"1799","די",1,NA
"17","דִי",135,"דִי"
"373","דִיָא",5,NA
"1800","דִיזֶע",1,"דִיזֶע"
"859","דִיזֶען",2,"דִיזֶען"
"582","דִיזֶער",3,"דִיזֶער"
"1801","דַייטְש",1,NA
"144","דַיין",16,NA
"41","דַײן",73,"דַײן"
"1802","דִייניט",1,NA
"1803","דֵיינֶע",1,NA
"98","דַיינֶע",26,"דַיינֶע"
"1804","דַיינֶעם",1,NA
"1805","דַיינֶער",1,NA
"60","דִיך",50,"דִיך"
"314","דִיךְ",6,NA
"453","דִיע",4,NA
"229","דִיעזע",9,NA
"1806","דִיעזעם",1,NA
"454","דִיעזען",4,NA
"455","דִיעזעס",4,NA
"374","דִיעזער",5,NA
"1807","דִיענער",1,NA
"860","דִיעע",2,NA
"1808","דִיעער",1,NA
"1809","דִיציטערסט",1,NA
"39","דִיר",77,"דִיר"
"1810","דִירה",1,NA
"1811","דנורה'לע",1,NA
"861","דעם",2,NA
"21","דֶעם",110,"דֶעם"
"1812","דעמאלס",1,NA
"71","דֶען",40,"דֶען"
"1813","דענקט",1,NA
"862","דֶענְקֶען",2,"דֶענְקֶען"
"1814","דעפּאנירט",1,NA
"1815","דער",1,NA
"26","דֶער",103,"דֶער"
"1816","דֶערבּסטוּ",1,NA
"1817","דֶערוַוייל",1,NA
"1818","דֶערזֶעהט",1,NA
"1819","דֶערזֶעהן",1,NA
"863","דֶעריבּער",2,NA
"315","דֶערלעבּען",6,NA
"1820","דֶערמאנט",1,NA
"1821","דֶערמאנסטוּ",1,NA
"375","דָערְנְאך",5,"דָערְנְאך"
"864","דֶערפאר",2,NA
"1822","דֶערפון",1,NA
"865","דֶערפוּן",2,NA
"866","דֶערציילט",2,NA
"867","דֶערצעהל",2,NA
"1823","דֶערצעהלט",1,NA
"868","דֶערקענען",2,NA
"1824","דֶערשראקען",1,NA
"869","דרויסען",2,NA
"1825","דְרויסֶען",1,NA
"1826","דריטען",1,NA
"1827","דריטער",1,NA
"1828","דרינגען",1,NA
"870","ה",2,NA
"456","הַ",4,NA
"871","ה'",2,NA
"280","הא",7,NA
"36","הָאבּ",86,"הָאבּ"
"1829","הָאבֶּען",1,NA
"125","הָאבּען",18,NA
"1830","הָאבּעֶן",1,NA
"872","הָאבֶּען",2,"הָאבֶּען"
"18","הָאט",132,"הָאט"
"583","האכצייט",3,NA
"873","הָאלְבּ",2,"הָאלְבּ"
"874","הָאלְבּּער",2,NA
"584","הַאלְז",3,"הַאלְז"
"1831","הַאלְזט",1,NA
"875","הַאלְזֶען",2,NA
"457","הַאלְט",4,"הַאלְט"
"1832","הַאלְטְסְט",1,NA
"316","הַאלְטען",6,NA
"876","הַאלְטֶען",2,"הַאלְטֶען"
"1833","האלירע",1,NA
"1834","האַמאַ",1,NA
"182","האַנד",12,"האַנד"
"877","האָנד",2,NA
"878","הַאנְד",2,NA
"1835","האַנדלען",1,NA
"1836","האַנדעלט",1,NA
"104","הָאסְט",22,"הָאסְט"
"89","הָאסְטוּ",29,"הָאסְטוּ"
"879","האפּ",2,NA
"880","הָאפְנוּנְג",2,NA
"1837","הָאפֶע",1,NA
"881","האפען",2,NA
"1838","הָאפֶען",1,NA
"1839","הארבּ",1,NA
"882","הארץ",2,NA
"1840","הבּא",1,NA
"883","הבּית",2,NA
"1841","הבּית'עלע",1,NA
"1842","הַגָבִיא",1,NA
"1843","הַגָבִיא'ס",1,NA
"1844","הגדה",1,NA
"1845","הגדות",1,NA
"884","הַגויִם",2,NA
"585","הד",3,NA
"1846","ההרים",1,NA
"458","הוּא",4,NA
"1847","הוה",1,NA
"586","הויז",3,NA
"1848","הוֹיז",1,NA
"1849","הויזען",1,NA
"1850","הויט",1,NA
"1851","הויך",1,NA
"1852","הויפּט",1,NA
"1853","הונד",1,NA
"1854","הַזָן'טֶע",1,NA
"1855","הזן'ם",1,NA
"1856","הִיזִינֶער",1,NA
"1857","היטץ",1,NA
"1858","הייבט",1,NA
"1859","הייַבּט",1,NA
"1860","הייזער",1,NA
"587","הייט",3,NA
"1861","הייטע",1,NA
"1862","הייכט",1,NA
"1863","הייכלערין",1,NA
"1864","היילוּנג",1,NA
"1865","הייליג",1,NA
"1866","הֵיילִיג",1,NA
"1867","הייליגע",1,NA
"885","הייליגען",2,NA
"1868","הֵיילִיגֶען",1,NA
"1869","היילינע",1,NA
"886","היילען",2,NA
"588","הֵיים",3,"הֵיים"
"145","היינט",16,NA
"1870","הַיינְטִיגֶעס",1,NA
"1871","היינטינען",1,NA
"887","הַייסְ",2,"הַייסְ"
"201","הַייסְט",11,"הַייסְט"
"1872","הַייסְטוּ",1,NA
"1873","הַייסְע",1,NA
"888","הַייסְען",2,NA
"1874","הַייסֶען",1,"הַייסֶען"
"1875","הֵיירַאטֶה",1,"הֵיירַאטֶה"
"1876","הֵיירַאטְהֶען",1,NA
"1877","הֵיירַאטֶען",1,"הֵיירַאטֶען"
"1878","הִילֶע",1,NA
"1879","הִילְף",1,NA
"889","הִילְפְלָאז",2,"הִילְפְלָאז"
"459","הִילְפֶע",4,"הִילְפֶע"
"376","הִימֶעל",5,"הִימֶעל"
"1880","הין",1,NA
"1881","הינאויס",1,NA
"1882","הינגעבּונג",1,NA
"1883","הִינְטֶען",1,"הִינְטֶען"
"377","הִיער",5,"הִיער"
"890","הירצעלעס",2,NA
"1884","הל",1,NA
"891","הַלְוַאי",2,"הַלְוַאי"
"317","הַלְוַאִי",6,NA
"1885","הלוואִי",1,NA
"1886","הַלְנַאי",1,"הַלְנַאי"
"318","הַלְנַאִי",6,NA
"1887","המלע",1,NA
"589","הן",3,NA
"460","הן'ס",4,NA
"1888","הנג",1,NA
"1889","הנונד",1,NA
"892","הנכיָא",2,NA
"319","הַנָכִיא",6,NA
"1890","הסתּם",1,NA
"590","הע",3,NA
"1891","העבּען",1,NA
"1892","העהֶערֶעס",1,NA
"1893","העכסטע",1,NA
"1894","העלדענטאט",1,NA
"1895","העלדענטהָאט",1,NA
"893","הֶעלְף",2,"הֶעלְף"
"320","הֶעלְפְט",6,"הֶעלְפְט"
"1896","הֶעלְפְטע",1,NA
"461","הֶעלְפֶען",4,"הֶעלְפֶען"
"281","הען",7,NA
"321","הען'ס",6,NA
"1897","הֶענְגְט",1,"הֶענְגְט"
"1898","הענד",1,NA
"250","הֶענְד",8,"הֶענְד"
"1899","הֶעסְלִיך",1,"הֶעסְלִיך"
"1900","העָסליכקייט",1,NA
"1901","העסעכעט",1,NA
"136","הֶער",17,"הֶער"
"1902","הָער",1,NA
"1903","הֶערגעקאמען",1,NA
"1904","הֶערויס",1,NA
"1905","הֶערְט",1,NA
"183","הָערְט",12,"הָערְט"
"894","הֶערְסְט",2,"הֶערְסְט"
"1906","הֶערְסְטוּ",1,"הֶערְסְטוּ"
"322","הֶערֶע",6,"הֶערֶע"
"895","הֶערֶען",2,"הֶערֶען"
"114","הֶערְץ",19,"הֶערְץ"
"1907","הֶערְצִינְיוּ",1,NA
"1908","הֶערצלען",1,NA
"1909","הערצעל",1,NA
"282","הֶערְצֶעלע",7,NA
"591","הֶערְצֶעלֶע",3,"הֶערְצֶעלֶע"
"896","הֶערצֶען",2,"הֶערצֶען"
"897","הֶערְצֶענְיוּ",2,NA
"137","הֶערְר",17,"הֶערְר"
"1910","הר",1,NA
"1911","הרב",1,NA
"1912","הָרַחְֵמָן",1,NA
"1913","הָרַחְֵמָן",1,NA
"1914","הָרַחֶמָן",1,NA
"898","הַשֵם",2,"הַשֵם"
"1915","התן",1,NA
"1916","וָאל",1,"וָאל"
"899","ואָרץ",2,NA
"1917","וְאָת",1,NA
"1918","וּברוּך",1,NA
"900","ודָאִי",2,NA
"1919","ודָאַלֶע",1,NA
"1920","וּדאלע",1,NA
"1921","והשנית",1,NA
"378","וו",5,NA
"1922","וואָ",1,NA
"901","וואגע",2,NA
"902","וואגען",2,NA
"1923","וואָגען",1,NA
"1924","וָואהִין",1,NA
"1925","וואהל",1,NA
"1926","וואהלטהָאט",1,NA
"1927","וואהניין",1,NA
"323","וואהר",6,NA
"903","וואהרהייט",2,NA
"1928","וואהרשיינליך",1,NA
"1929","וואוּ",1,"וואוּ"
"230","וואוּּ",9,NA
"592","וואוּהין",3,NA
"1930","וואוּינט",1,NA
"1931","וואוּנדֶען",1,NA
"1932","וואוּּנדֶען",1,NA
"1933","וואוּנדֶער",1,NA
"904","וואוּּנדֶער",2,NA
"1934","וואוּנדֶערט",1,NA
"1935","וואוּנדֶערן",1,NA
"905","וואוּּנש",2,NA
"1936","וואזְשֶע",1,NA
"906","וואך",2,NA
"1937","וואכען",1,NA
"1938","וואכענד",1,NA
"907","וואכערס",2,NA
"1939","וואלד",1,NA
"184","וואלדמאן",12,NA
"33","וואלדמאָן",91,NA
"1940","וואַלדמאן",1,NA
"73","וואַלדמאָן",39,NA
"908","ווָאלדמאָן",2,NA
"1941","ווָאלדמאַנען",1,NA
"169","ווָאלט",13,NA
"1942","ווָאלְט",1,NA
"211","וָואלט",10,"וָואלט"
"1943","וָואלְט",1,NA
"593","וואלךמאָן",3,NA
"909","ווָאלסט",2,NA
"910","וואלסטוּ",2,NA
"1944","ווָאלסטוּ",1,NA
"1945","וֶואם",1,"וֶואם"
"1946","וָואם",1,NA
"1947","וואנגען",1,NA
"1948","וואנד",1,NA
"1949","וואַנד",1,NA
"1950","וואנען",1,NA
"1951","וואַנען",1,NA
"212","ווָאס",10,NA
"1952","וֶואס",1,NA
"44","וַואס",69,"וַואס"
"22","וָואס",107,"וָואס"
"1953","וָואַס",1,NA
"911","וַואס'זְשֶע",2,NA
"1954","וַואס׳זְשֶע",1,NA
"912","וָואסזְשֶע",2,NA
"1955","וַואסער",1,NA
"1956","וָואסעשע",1,NA
"1957","וואקסען",1,NA
"1958","ווַאקְסֶען",1,NA
"1959","וואַרוּם",1,NA
"1960","וַוארְט",1,NA
"594","וָוארט",3,"וָוארט"
"1961","ווארעל",1,NA
"1962","וואַרפט",1,NA
"1963","וואש",1,NA
"1964","וודָאַלֶע",1,NA
"595","ווִי",3,NA
"29","וִוי",101,"וִוי"
"1965","וִויָא",1,NA
"913","וִוידֶער",2,NA
"1966","וִוידֶערהאַלֶע",1,NA
"914","ווֵייבּ",2,"ווֵייבּ"
"379","ווֵייבּּ",5,NA
"915","ווֵייבּּעלע",2,NA
"1967","וִוייַבּער",1,NA
"1968","וַוייז",1,NA
"596","וִוייזט",3,NA
"1969","וִוייזע",1,NA
"1970","וִוייזען",1,NA
"597","וִוייט",3,NA
"1971","וַוייט",1,NA
"1972","וִוייַטען",1,NA
"380","וִוייטער",5,NA
"1973","וֵוייטֶער",1,NA
"158","וַוייל",14,"וַוייל"
"1974","וַויילע",1,NA
"598","וִויים",3,NA
"1975","וַויין",1,NA
"462","וִויינט",4,NA
"916","וִויינסטוּ",2,NA
"1976","וִויינען",1,NA
"917","וִויינענד",2,NA
"1977","וִויינקעל",1,NA
"599","וֵוייסְ",3,"וֵוייסְ"
"138","וֵוייסְט",17,"וֵוייסְט"
"381","ווֵייסְטוּ",5,"ווֵייסְטוּ"
"1978","וִויכְטִיגֶעס",1,NA
"69","וִויל",41,"וִויל"
"1979","וִוילד",1,NA
"1980","וִוילדע",1,NA
"1981","וִוילדֶען",1,NA
"283","וִוילט",7,NA
"1982","וִוילסט",1,NA
"1983","וִוילְסְט",1,NA
"202","וִוילסְטוּ",11,"וִוילסְטוּ"
"600","וִוילְסְטוּ",3,NA
"1984","וִוילסְטוּז",1,NA
"918","וִוילען",2,NA
"1985","וִוילֶען",1,"וִוילֶען"
"919","וִוילקאמען",2,NA
"1986","וִוינואט",1,NA
"920","וִוינְק",2,"וִוינְק"
"1987","וִוינשען",1,NA
"1988","וִויסט",1,NA
"1989","וִויסטע",1,NA
"601","וִויסען",3,NA
"1990","וִויעגעלע",1,NA
"159","וִויעדֶער",14,NA
"1991","וִויענעלע",1,NA
"1992","וִויפִיעל",1,NA
"1993","וִויקעלט",1,NA
"921","וִויר",2,NA
"213","וִוירד",10,NA
"922","וִוירְד",2,NA
"1994","וִוירסט",1,NA
"1995","וִוירְסְטו",1,NA
"1996","וִוירְסְטוּ",1,"וִוירְסְטוּ"
"1997","וִוירְסְטוּּ",1,NA
"324","וִוירְקְלִיך",6,"וִוירְקְלִיך"
"602","וועג",3,NA
"1998","וֶועג",1,NA
"1999","וועגעלע",1,NA
"214","וועגען",10,NA
"923","וֶועגֶען",2,NA
"203","וֶועה",11,"וֶועה"
"2000","וֶועהלט",1,NA
"2001","וֶועהלען",1,NA
"2002","וֶועהמען",1,NA
"2003","וֶועהנליך",1,NA
"2004","וֶועהרט",1,NA
"2005","וֶועהרענד",1,NA
"924","וועזען",2,NA
"83","וֶועט",36,"וֶועט"
"2006","וָועט",1,NA
"603","ווֶעל",3,NA
"65","וֶועל",42,"וֶועל"
"251","וֶועלט",8,NA
"2007","וֶועלְט",1,NA
"925","וֶועלטען",2,NA
"231","וֶועלכע",9,NA
"926","וֶועלְכֶע",2,"וֶועלְכֶע"
"927","וֶועלכעם",2,NA
"463","וֶועלכען",4,NA
"2008","וֶועלְכֶען",1,"וֶועלְכֶען"
"464","וֶועלכעס",4,NA
"604","וֶועלכער",3,NA
"232","וֶועלען",9,NA
"2009","וועמעם",1,NA
"284","וועמען",7,NA
"928","וועמעס",2,NA
"2010","וועָן",1,NA
"63","וֶוען",45,"וֶוען"
"2011","ווענדעסט",1,NA
"2012","ווענטיל",1,NA
"2013","וועניג",1,NA
"2014","ווענינקטענס",1,NA
"605","וועסט",3,NA
"2015","וועסטו",1,NA
"325","וֶועסְטוּ",6,"וֶועסְטוּ"
"465","וֶועק",4,"וֶועק"
"90","וֶוער",29,"וֶוער"
"2016","וֶוערד",1,NA
"929","וֶוערדע",2,NA
"2017","וֶוערדֶען",1,NA
"2018","וֶוערוּם",1,NA
"252","וֶוערט",8,NA
"382","וֶוערטה",5,NA
"2019","וֶוערטי",1,NA
"2020","וֶוערטע",1,NA
"2021","וֶוערטען",1,NA
"466","וֶוערטער",4,NA
"930","וֶוערין",2,NA
"170","וֶוערען",13,NA
"467","וֶוערֶען",4,"וֶוערֶען"
"2022","וֶוערָען",1,NA
"931","וֶוערפט",2,NA
"2023","וֶוערפֿט",1,NA
"932","וֶוערפען",2,NA
"2024","וֶוערקצייג",1,NA
"933","וִיבַשֵר",2,NA
"2025","וַייט",1,NA
"2026","וכט",1,NA
"2027","ומז'ט",1,NA
"2028","וְנֶהָמות",1,NA
"2029","וְשָלום",1,NA
"2030","ושקר",1,NA
"606","ז",3,NA
"215","זָא",10,"זָא"
"2031","זָאָ",1,NA
"2032","זָאאָל",1,NA
"2033","זָאַאַל",1,NA
"126","זָאג",18,"זָאג"
"2034","זָאגַאר",1,NA
"2035","זאַגְט",1,NA
"607","זָאגט",3,NA
"326","זָאגְט",6,"זָאגְט"
"2036","זָאגְסְט",1,NA
"608","זָאגען",3,NA
"285","זָאגֶען",7,"זָאגֶען"
"2037","זָאַכע",1,NA
"50","זָאל",57,"זָאל"
"2038","זָאלזִי",1,NA
"253","זָאלט",8,NA
"327","זָאלְט",6,"זָאלְט"
"2039","זָאלכט",1,NA
"934","זָאלכע",2,NA
"609","זָאלסט",3,NA
"610","זָאלְסְט",3,"זָאלְסְט"
"185","זָאלסטוּ",12,NA
"935","זָאלֶען",2,NA
"328","זָאַלֶען",6,NA
"936","זָאלצען",2,NA
"2040","זָאמען",1,NA
"2041","זָאנאר",1,NA
"468","זָאנט",4,NA
"937","זָאַנט",2,NA
"2042","זָאָנט",1,NA
"2043","זָאנסט",1,NA
"2044","זָאנע",1,NA
"2045","זָאנען",1,NA
"2046","זַאנְפְט",1,NA
"611","זָאנפטע",3,NA
"2047","זָארגע",1,NA
"2048","זָארְגֶען",1,NA
"2049","זבריה",1,NA
"2050","זו",1,NA
"469","זוהן",4,NA
"938","זוּהן",2,NA
"2051","זוּכט",1,NA
"2052","זוּכסטוּ",1,NA
"383","זוּכען",5,NA
"939","זוּנדֶערן",2,NA
"286","זי",7,NA
"19","זִי",120,"זִי"
"470","זִיָא",4,NA
"2053","זִידְבורֶה'לֶע",1,NA
"2054","זִיהן",1,NA
"146","זִיי",16,NA
"2055","זֵיי",1,"זֵיי"
"2056","זִייד",1,NA
"2057","זַיידֶען",1,NA
"254","זֵייט",8,"זֵייט"
"2058","זֵייטע",1,NA
"940","זיין",2,NA
"2059","זֵײן",1,NA
"204","זַיין",11,NA
"42","זַײן",72,"זַײן"
"941","זַיינִיגֶע",2,"זַיינִיגֶע"
"2060","זֵיינִיטְוֶועגֶען",1,NA
"2061","זִיינים",1,NA
"2062","זִיינינע",1,NA
"2063","זיינע",1,NA
"2064","זֵיינֶע",1,NA
"171","זַיינֶע",13,"זַיינֶע"
"2065","זֵיינֶעט",1,NA
"2066","זַיינֶעם",1,"זַיינֶעם"
"942","זַיינֶער",2,NA
"2067","זֵייעֶר",1,NA
"2068","זייערע",1,NA
"2069","זִייפצער",1,NA
"51","זִיך",57,"זִיך"
"384","זִיךְ",5,NA
"471","זִיכער",4,NA
"2070","זִיכערן",1,NA
"2071","זיכֶערֶע",1,NA
"2072","זִינג",1,NA
"329","זִינגט",6,NA
"385","זִינגען",5,NA
"2073","זִינגענד",1,NA
"2074","זינגענדיג",1,NA
"612","זִינד",3,NA
"943","זִינען",2,NA
"2075","זִינקען",1,NA
"2076","זִיס",1,NA
"944","זִיסֶע",2,"זִיסֶע"
"2077","זִיסֶעם",1,NA
"2078","זִיען",1,NA
"330","זִיעס",6,NA
"2079","זִיעסע",1,NA
"2080","זִיעָסע",1,NA
"2081","זִיפּעט",1,NA
"2082","זיפץ",1,NA
"2083","זִיפצט",1,NA
"386","זִיצט",5,NA
"2084","זָכוּר",1,NA
"2085","זכוּתו",1,NA
"2086","זמר",1,NA
"2087","זֶעגְנֶע",1,NA
"2088","זֶעגֶענְט",1,NA
"216","זֶעה",10,"זֶעה"
"2089","זֶעהזִי",1,NA
"287","זֶעהט",7,NA
"115","זֶעהן",19,"זֶעהן"
"2090","זֶעהנזוּכט",1,NA
"2091","זֶעהנע",1,NA
"472","זֶעהסְט",4,"זֶעהסְט"
"473","זֶעהסְטוּ",4,NA
"945","זֶעהע",2,NA
"156","זֶעהֶען",15,"זֶעהֶען"
"2092","זֶעהֶענְדִיג",1,NA
"2093","זֶעהֶענְדִיגען",1,NA
"613","זֶעהֶענְדֶען",3,NA
"946","זֶעהֶענְדֶער",2,NA
"387","זֶעהר",5,NA
"2094","זעלבסט",1,NA
"331","זעלבּסט",6,NA
"388","זעלבּע",5,NA
"2095","זעלבּען",1,NA
"947","זעלטענע",2,NA
"2096","זעליגען",1,NA
"172","זענט",13,NA
"2097","זֶענְט",1,NA
"127","זֶענֶען",18,"זֶענֶען"
"2098","זעסעלע",1,NA
"389","זעעלע",5,NA
"2099","זעצט",1,NA
"2100","זעצען",1,NA
"614","זְשֶע",3,"זְשֶע"
"332","ח",6,NA
"2101","חַ",1,NA
"288","חא",7,NA
"2102","חאַ",1,NA
"948","חאטש",2,NA
"2103","חאטשע",1,NA
"2104","חַאפּ",1,NA
"2105","חאפט",1,NA
"2106","חאפּט",1,NA
"139","חד",17,NA
"2107","חודש",1,NA
"474","חוזק",4,NA
"2108","חון",1,NA
"949","חופה",2,NA
"2109","חוּפה",1,NA
"289","חוּפּה",7,NA
"615","חזן",3,NA
"616","חַזָן",3,NA
"2110","חַּזָן",1,NA
"2111","חַזֶנְ'טֶע",1,NA
"2112","חַזָן'טֶע",1,NA
"2113","חַזָן'ס",1,NA
"2114","חַזָן‘ס",1,NA
"2115","חַזָןטֶע",1,NA
"2116","חזניש",1,NA
"186","חי",12,NA
"2117","חילק",1,NA
"2118","חין",1,NA
"2119","חָכָם",1,NA
"2120","חכמה",1,NA
"950","חלום",2,NA
"475","חָלום",4,NA
"2121","חָלום'ט",1,NA
"2122","חלומות",1,NA
"617","חלילה",3,NA
"2123","חליפעט",1,NA
"2124","חליפענד",1,NA
"2125","חלעבּען",1,NA
"2126","חלען",1,NA
"2127","חלש'ן",1,NA
"2128","חלשן",1,NA
"2129","חלשען",1,NA
"2130","חְֵמָתְך",1,NA
"2131","חְֵמָתְך",1,NA
"951","חן'טע",2,NA
"952","חן'ס",2,NA
"2132","חנוּת",1,NA
"2133","חַס",1,NA
"953","חסרון",2,NA
"2134","חען",1,NA
"954","חרוסת",2,NA
"955","חתוּנה",2,NA
"390","חתן",5,NA
"2135","חתנ'ס",1,NA
"2136","ט",1,NA
"2137","טאבּילע",1,NA
"187","טָאג",12,"טָאג"
"2138","טַאגֶע",1,NA
"116","טַאטֶע",19,"טַאטֶע"
"217","טַאטֶען",10,"טַאטֶען"
"2139","טַאטֶעס",1,NA
"87","טָאכְטֶער",30,"טָאכְטֶער"
"2140","טָאכְטֶערס",1,NA
"956","טָאנ",2,"טָאנ"
"2141","טאנע",1,NA
"618","טאנץ",3,NA
"2142","טַאנְצְט",1,NA
"957","טאנצעשע",2,NA
