"","X","token","cat","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"30671",30671,"Mensch","N.Reg.Nom.Sg.Masc","Mensch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30672",30672,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30674",30674,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30675",30675,"der","PRO.Rel.Subst.Nom.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30676",30676,"einen","ART.Indef.Acc.Sg.Masc","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30677",30677,"Menschen","N.Reg.Acc.Sg.Masc","Mensch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30678",30678,"zwingen","VINF.Full","zwingen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30679",30679,"kann","VFIN.Mod.3.Sg.Pres.Ind","können",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30681",30681,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30684",30684,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30685",30685,"meine","VFIN.Full.1.Sg.Pres.Ind","meinen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30687",30687,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30688",30688,"du","PRO.Pers.Subst.2.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30689",30689,"bist","VFIN.Aux.2.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30690",30690,"ruhig","ADJD.Pos","ruhig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30692",30692,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30693",30693,"mein","PRO.Poss.Attr.Nom.Sg.Neut","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30694",30694,"Kind","N.Reg.Nom.Sg.Neut","Kind",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30696",30696,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30699",30699,"Das","PRO.Dem.Subst.Acc.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30700",30700,"bin","VFIN.Aux.1.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30701",30701,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30703",30703,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30706",30706,"Aber","CONJ.Coord","aber",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30707",30707,"was","PRO.Inter.Subst.Acc.Sg.Neut","was",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30708",30708,"nennen","VFIN.Full.3.Pl.Pres.Ind","nennen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30709",30709,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30710",30710,"ruhig","ADJD.Pos","ruhig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30711",30711,"sein","VINF.Aux","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30713",30713,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30716",30716,"Die","ART.Def.Nom.Pl.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30717",30717,"Hände","N.Reg.Nom.Pl.Fem","Hand",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30718",30718,"in","APPR","in",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30719",30719,"den","ART.Def.Acc.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30720",30720,"Schoß","N.Reg.Acc.Sg.Masc","Schoß",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30721",30721,"legen","VINF.Full","legen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30723",30723,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30726",30726,"Leiden","N.Reg.Nom.Sg.Neut","Leiden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30728",30728,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30729",30729,"was","PRO.Rel.Subst.Acc.Sg.Neut","was",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30730",30730,"man","PRO.Indef.Subst.Nom.Sg.*","man",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30731",30731,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30732",30732,"sollte","VFIN.Mod.3.Sg.Past.Ind","sollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30734",30734,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30737",30737,"Dulden","N.Reg.Nom.Sg.Neut","Dulden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30739",30739,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30740",30740,"was","PRO.Rel.Subst.Acc.Sg.Neut","was",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30741",30741,"man","PRO.Indef.Subst.Nom.Sg.*","man",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30742",30742,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30743",30743,"dürfte","VFIN.Mod.3.Sg.Past.Subj","dürfen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30745",30745,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30748",30748,"Ha","N.Name.Nom.Sg.Masc","ha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30750",30750,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30751",30751,"wenn","CONJ.SubFin","wenn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30752",30752,"du","PRO.Pers.Subst.2.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30753",30753,"so","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30754",30754,"denkest","VFIN.Full.2.Sg.Pres.Subj","denken",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30756",30756,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30757",30757,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30758",30758,"Laß","VIMP.Full.2.Sg","lassen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30759",30759,"dich","PRO.Pers.Subst.2.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30760",30760,"umarmen","VINF.Full","umarmen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30762",30762,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30763",30763,"meine","PRO.Poss.Attr.Nom.Sg.Fem","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30764",30764,"Tochter","N.Reg.Nom.Sg.Fem","Tochter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30766",30766,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30767",30767,"–","ADJA.Pos.Nom.Sg.Neut","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30768",30768,"Ich","N.Reg.Nom.Sg.Neut","Ich",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30769",30769,"hab","VIMP.Aux.2.Sg","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30771",30771,"'","SYM.Quot.Right","'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30772",30772,"es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30773",30773,"immer","ADV","immer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30774",30774,"gesagt","VPP.Full.Psp","sagen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30776",30776,":","SYM.Pun.Colon",":",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30777",30777,"das","ART.Def.Nom.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30778",30778,"Weib","N.Reg.Nom.Sg.Neut","Weib",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30779",30779,"wollte","VFIN.Mod.3.Sg.Past.Ind","wollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30780",30780,"die","ART.Def.Acc.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30781",30781,"Natur","N.Reg.Acc.Sg.Fem","Natur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30782",30782,"zu","APPR","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30783",30783,"ihrem","PRO.Poss.Attr.Dat.Sg.Neut","ihre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30784",30784,"Meisterstücke","N.Reg.Dat.Sg.Neut","Meisterstück",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30785",30785,"machen","VINF.Full","machen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30787",30787,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30790",30790,"Aber","CONJ.Coord","aber",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30791",30791,"sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30792",30792,"vergriff","VFIN.Full.3.Sg.Past.Ind","vergreifen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30793",30793,"sich","PRO.Refl.Subst.3.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30794",30794,"im","APPRART.Dat.Sg.Masc","in",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30795",30795,"Tone","N.Reg.Dat.Sg.Masc","Ton",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30797",30797,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30798",30798,"sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30799",30799,"nahm","VFIN.Full.3.Sg.Past.Ind","nehmen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30800",30800,"ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30801",30801,"zu","PART.Deg","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30802",30802,"fein","ADJD.Pos","fein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30804",30804,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30807",30807,"Sonst","ADV","sonst",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30808",30808,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30809",30809,"alles","PRO.Indef.Subst.Nom.Sg.Neut","alle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30810",30810,"besser","ADJD.Comp","gut",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30811",30811,"an","APPR","an",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30812",30812,"euch","PRO.Pers.Subst.2.Dat.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30814",30814,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30815",30815,"als","CONJ.Comp","als",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30816",30816,"an","APPR","an",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30817",30817,"uns.","N.Reg.Dat.Sg.Masc","uns.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30818",30818,"–","N.Name.*.*.*","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30819",30819,"Ha","N.Name.Nom.Sg.Masc","ha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30821",30821,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30822",30822,"wenn","CONJ.SubFin","wenn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30823",30823,"das","PRO.Dem.Subst.Nom.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30824",30824,"deine","PRO.Poss.Attr.Nom.Sg.Fem","deine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30825",30825,"Ruhe","N.Reg.Nom.Sg.Fem","Ruhe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30826",30826,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30828",30828,":","SYM.Pun.Colon",":",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30829",30829,"so","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30830",30830,"habe","VFIN.Aux.1.Sg.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30831",30831,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30832",30832,"meine","PRO.Poss.Attr.Acc.Sg.Fem","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30833",30833,"in","APPR","in",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30834",30834,"ihr","PRO.Pers.Subst.3.Dat.Sg.Fem","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30835",30835,"wiedergefunden","VPP.Full.Psp","wiederfinden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30837",30837,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30840",30840,"Laß","VIMP.Full.2.Sg","lassen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30841",30841,"dich","PRO.Pers.Subst.2.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30842",30842,"umarmen","VINF.Full","umarmen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30844",30844,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30845",30845,"meine","PRO.Poss.Attr.Nom.Sg.Fem","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30846",30846,"Tochter","N.Reg.Nom.Sg.Fem","Tochter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30848",30848,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30849",30849,"–","ADJA.Pos.Dat.Sg.Fem","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30850",30850,"Denke","N.Reg.Dat.Sg.Fem","Denke",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30851",30851,"nur","ADV","nur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30853",30853,":","SYM.Pun.Colon",":",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30854",30854,"unter","APPR","unter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30855",30855,"dem","ART.Def.Dat.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30856",30856,"Vorwande","N.Reg.Dat.Sg.Masc","Vorwand",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30857",30857,"einer","ART.Indef.Gen.Sg.Fem","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30858",30858,"gerichtlichen","ADJA.Pos.Gen.Sg.Fem","gerichtlich",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30859",30859,"Untersuchung","N.Reg.Gen.Sg.Fem","Untersuchung",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30861",30861,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30862",30862,"–","FM","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30863",30863,"o","FM","o",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30864",30864,"des","ART.Def.Gen.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30865",30865,"höllischen","ADJA.Pos.Gen.Sg.Neut","höllisch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30866",30866,"Gaukelspieles","N.Reg.Gen.Sg.Neut","Gaukelspiel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30868",30868,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30869",30869,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30870",30870,"reißt","VFIN.Full.3.Sg.Pres.Ind","reißen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30871",30871,"er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30872",30872,"dich","PRO.Pers.Subst.2.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30873",30873,"aus","APPR","aus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30874",30874,"unsern","PRO.Poss.Attr.Dat.Pl.*","unsre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30875",30875,"Armen","N.Reg.Dat.Pl.*","Arm",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30877",30877,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30878",30878,"und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30879",30879,"bringt","VFIN.Full.3.Sg.Pres.Ind","bringen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30880",30880,"dich","PRO.Pers.Subst.2.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30881",30881,"zur","APPRART.Dat.Sg.Fem","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30882",30882,"Grimaldi","N.Reg.Dat.Sg.Fem","Grimaldi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30884",30884,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30887",30887,"Reißt","VFIN.Full.2.Sg.Pres.Ind","reißen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30888",30888,"mich","PRO.Pers.Subst.1.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30890",30890,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30891",30891,"bringt","VFIN.Full.3.Sg.Pres.Ind","bringen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30892",30892,"mich","PRO.Pers.Subst.1.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30894",30894,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30895",30895,"–","N.Reg.Nom.Sg.Masc","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30896",30896,"Will","VFIN.Mod.3.Sg.Pres.Ind","wollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30897",30897,"mich","PRO.Refl.Subst.1.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30898",30898,"reißen","VINF.Full","reißen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30900",30900,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30901",30901,"will","VFIN.Mod.1.Sg.Pres.Ind","wollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30902",30902,"mich","PRO.Refl.Subst.1.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30903",30903,"bringen","VINF.Full","bringen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30905",30905,":","SYM.Pun.Colon",":",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30906",30906,"will","FM","will",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30908",30908,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30909",30909,"will","FM","will",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30911",30911,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30912",30912,"–","FM","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30913",30913,"Als","CONJ.SubFin","als",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30914",30914,"ob","CONJ.SubFin","ob",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30915",30915,"wir","PRO.Pers.Subst.1.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30917",30917,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30918",30918,"wir","PRO.Pers.Subst.1.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30919",30919,"keinen","PRO.Indef.Attr.Acc.Sg.Masc","keine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30920",30920,"Willen","N.Reg.Acc.Sg.Masc","Wille",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30921",30921,"hätten","VFIN.Aux.1.Pl.Past.Subj","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30923",30923,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30924",30924,"mein","PRO.Poss.Attr.Nom.Sg.Masc","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30925",30925,"Vater","N.Reg.Nom.Sg.Masc","Vater",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30927",30927,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30930",30930,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30931",30931,"ward","VFIN.Full.3.Sg.Past.Ind","werden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30932",30932,"auch","ADV","auch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30933",30933,"so","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30934",30934,"wütend","ADJD.Pos","wütend",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30936",30936,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30937",30937,"daß","CONJ.SubFin","dass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30938",30938,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30939",30939,"schon","ADV","schon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30940",30940,"nach","APPR","nach",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30941",30941,"diesem","PRO.Dem.Attr.Dat.Sg.Masc","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30942",30942,"Dolche","N.Reg.Dat.Sg.Masc","Dolch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30943",30943,"griff","VFIN.Full.1.Sg.Past.Ind","greifen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30945",30945,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30946",30946,"um","CONJ.SubInf","um",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30947",30947,"einem","ART.Indef.Dat.Sg.Masc","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30948",30948,"von","APPR","von",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30949",30949,"beiden","PRO.Indef.Attr.Dat.Pl.Fem","beide",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30950",30950,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30951",30951,"beiden","PRO.Indef.Subst.Gen.Pl.*","beide",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30953",30953,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30954",30954,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30955",30955,"das","ART.Def.Acc.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30956",30956,"Herz","N.Reg.Acc.Sg.Neut","Herz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30957",30957,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30958",30958,"durchstoßen","VINF.Full","durchstoßen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30960",30960,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30963",30963,"Um","CONJ.SubInf","um",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30964",30964,"des","ART.Def.Gen.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30965",30965,"Himmels","N.Reg.Gen.Sg.Masc","Himmel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30966",30966,"willen","APZR","willen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30967",30967,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30969",30969,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30970",30970,"mein","PRO.Poss.Attr.Nom.Sg.Masc","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30971",30971,"Vater","N.Reg.Nom.Sg.Masc","Vater",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30973",30973,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30974",30974,"–","N.Reg.Nom.Sg.Masc","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30975",30975,"Dieses","PRO.Dem.Attr.Nom.Sg.Neut","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30976",30976,"Leben","N.Reg.Nom.Sg.Neut","Leben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30977",30977,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30978",30978,"alles","PRO.Indef.Subst.Acc.Sg.Neut","alle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30980",30980,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30981",30981,"was","PRO.Rel.Subst.Acc.Sg.Neut","was",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30982",30982,"die","ART.Def.Nom.Pl.*","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30983",30983,"Lasterhaften","N.Reg.Nom.Pl.*","Lasterhaft",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30984",30984,"haben","VFIN.Aux.3.Pl.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30986",30986,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30987",30987,"–","N.Name.*.*.*","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30988",30988,"Mir","N.Name.Nom.Sg.*","Mir",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30990",30990,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30991",30991,"mein","PRO.Poss.Attr.Nom.Sg.Masc","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
